"","ord","sentiment"
"12151","kløe","neg"
"12152","kløen","neg"
"12153","kløende","neg"
"12154","klønet","neg"
"12155","klønete","neg"
"12156","kløp","neg"
"12157","kløpet","neg"
"12158","kløpne","neg"
"12159","klør","neg"
"12160","kløs","neg"
"12161","knakk","neg"
"12162","knapp","neg"
"12163","knappa","neg"
"12164","knappe","neg"
"12165","knappede","neg"
"12166","knappen","neg"
"12167","knappende","neg"
"12168","knappene","neg"
"12169","knapper","neg"
"12170","knappere","neg"
"12171","knappes","neg"
"12172","knappest","neg"
"12173","knappeste","neg"
"12174","knappet","neg"
"12175","knappete","neg"
"12176","knapphet","neg"
"12177","knappheta","neg"
"12178","knappheten","neg"
"12179","knapt","neg"
"12180","kneip","neg"
"12181","knekk","neg"
"12182","knekka","neg"
"12183","knekke","neg"
"12184","knekkede","neg"
"12185","knekkende","neg"
"12186","knekker","neg"
"12187","knekkes","neg"
"12188","knekket","neg"
"12189","knekkete","neg"
"12190","knekt","neg"
"12191","knekte","neg"
"12192","knep","neg"
"12193","knepa","neg"
"12194","knepene","neg"
"12195","knepet","neg"
"12196","knepne","neg"
"12197","knip","neg"
"12198","knipa","neg"
"12199","knipe","neg"
"12200","knipen","neg"
"12201","knipende","neg"
"12202","knipene","neg"
"12203","kniper","neg"
"12204","knipes","neg"
"12205","knirk","neg"
"12206","knirka","neg"
"12207","knirke","neg"
"12208","knirkede","neg"
"12209","knirken","neg"
"12210","knirkende","neg"
"12211","knirkene","neg"
"12212","knirker","neg"
"12213","knirkes","neg"
"12214","knirket","neg"
"12215","knirkete","neg"
"12216","kniv","neg"
"12217","kniva","neg"
"12218","knive","neg"
"12219","knivede","neg"
"12220","kniven","neg"
"12221","knivende","neg"
"12222","knivene","neg"
"12223","kniver","neg"
"12224","knives","neg"
"12225","knivet","neg"
"12226","knivete","neg"
"12227","knurr","neg"
"12228","knurra","neg"
"12229","knurre","neg"
"12230","knurrede","neg"
"12231","knurrende","neg"
"12232","knurrer","neg"
"12233","knurres","neg"
"12234","knurret","neg"
"12235","knurrete","neg"
"12236","knus","neg"
"12237","knuse","neg"
"12238","knusende","neg"
"12239","knuser","neg"
"12240","knuses","neg"
"12241","knust","neg"
"12242","knuste","neg"
"12243","knyttneve","neg"
"12244","knyttneven","neg"
"12245","knyttnevene","neg"
"12246","knyttnever","neg"
"12247","knøttlille","neg"
"12248","knøttlita","neg"
"12249","knøttlite","neg"
"12250","knøttliten","neg"
"12251","knøttsmå","neg"
"12252","ko-ko","neg"
"12253","ko-koa","neg"
"12254","ko-koene","neg"
"12255","ko-koet","neg"
"12256","kok","neg"
"12257","koka","neg"
"12258","koke","neg"
"12259","koken","neg"
"12260","kokende","neg"
"12261","kokene","neg"
"12262","koker","neg"
"12263","kokes","neg"
"12264","kokt","neg"
"12265","kokte","neg"
"12266","kolerisk","neg"
"12267","koleriske","neg"
"12268","kollaps","neg"
"12269","kollapsa","neg"
"12270","kollapse","neg"
"12271","kollapsede","neg"
"12272","kollapsen","neg"
"12273","kollapsende","neg"
"12274","kollapsene","neg"
"12275","kollapser","neg"
"12276","kollapses","neg"
"12277","kollapset","neg"
"12278","kollapsete","neg"
"12279","kollider","neg"
"12280","kollidere","neg"
"12281","kolliderende","neg"
"12282","kolliderer","neg"
"12283","kollideres","neg"
"12284","kollidert","neg"
"12285","kolliderte","neg"
"12286","kollisjon","neg"
"12287","kollisjonen","neg"
"12288","kollisjonene","neg"
"12289","kollisjoner","neg"
"12290","komisk","neg"
"12291","komiske","neg"
"12292","kompleks","neg"
"12293","komplekse","neg"
"12294","komplekst","neg"
"12295","komplikasjon","neg"
"12296","komplikasjonen","neg"
"12297","komplikasjonene","neg"
"12298","komplikasjoner","neg"
"12299","kompliser","neg"
"12300","komplisere","neg"
"12301","kompliserende","neg"
"12302","kompliserer","neg"
"12303","kompliseres","neg"
"12304","komplisert","neg"
"12305","kompliserte","neg"
"12306","komplott","neg"
"12307","komplotta","neg"
"12308","komplottene","neg"
"12309","komplotter","neg"
"12310","komplottet","neg"
"12311","kompromissløs","neg"
"12312","kompromissløse","neg"
"12313","kompromissløst","neg"
"12314","kondemner","neg"
"12315","kondemnere","neg"
"12316","kondemnerende","neg"
"12317","kondemnerer","neg"
"12318","kondemneres","neg"
"12319","kondemnert","neg"
"12320","kondemnerte","neg"
"12321","konfisker","neg"
"12322","konfiskere","neg"
"12323","konfiskerende","neg"
"12324","konfiskerer","neg"
"12325","konfiskeres","neg"
"12326","konfiskert","neg"
"12327","konfiskerte","neg"
"12328","konflikt","neg"
"12329","konflikten","neg"
"12330","konfliktene","neg"
"12331","konflikter","neg"
"12332","konfrontasjon","neg"
"12333","konfrontasjonen","neg"
"12334","konfrontasjonene","neg"
"12335","konfrontasjoner","neg"
"12336","konfronter","neg"
"12337","konfrontere","neg"
"12338","konfronterende","neg"
"12339","konfronterer","neg"
"12340","konfronteres","neg"
"12341","konfrontert","neg"
"12342","konfronterte","neg"
"12343","konfus","neg"
"12344","konfuse","neg"
"12345","konfusere","neg"
"12346","konfusest","neg"
"12347","konfuseste","neg"
"12348","konfust","neg"
"12349","konk","neg"
"12350","konka","neg"
"12351","konke","neg"
"12352","konkede","neg"
"12353","konkende","neg"
"12354","konker","neg"
"12355","konkes","neg"
"12356","konket","neg"
"12357","konkete","neg"
"12358","konkurrent","neg"
"12359","konkurrenten","neg"
"12360","konkurrentene","neg"
"12361","konkurrenter","neg"
"12362","konkurs","neg"
"12363","konkursen","neg"
"12364","konkursene","neg"
"12365","konkurser","neg"
"12366","konsekvens","neg"
"12367","konsekvensen","neg"
"12368","konsekvensene","neg"
"12369","konsekvenser","neg"
"12370","konservativ","neg"
"12371","konservative","neg"
"12372","konservativt","neg"
"12373","konsesjon","neg"
"12374","konsesjonen","neg"
"12375","konsesjonene","neg"
"12376","konsesjoner","neg"
"12377","konspirasjon","neg"
"12378","konspirasjonen","neg"
"12379","konspirasjonene","neg"
"12380","konspirasjoner","neg"
"12381","konspiratorisk","neg"
"12382","konspiratoriske","neg"
"12383","konspiratør","neg"
"12384","konspiratøren","neg"
"12385","konspiratørene","neg"
"12386","konspiratører","neg"
"12387","konspirer","neg"
"12388","konspirere","neg"
"12389","konspirerende","neg"
"12390","konspirerer","neg"
"12391","konspireres","neg"
"12392","konspirert","neg"
"12393","konspirerte","neg"
"12394","konstant","neg"
"12395","konstante","neg"
"12396","konstanten","neg"
"12397","konstantene","neg"
"12398","konstanter","neg"
"12399","kontroller","neg"
"12400","kontrollere","neg"
"12401","kontrolleren","neg"
"12402","kontrollerende","neg"
"12403","kontrollerer","neg"
"12404","kontrolleres","neg"
"12405","kontrollerne","neg"
"12406","kontrollert","neg"
"12407","kontrollerte","neg"
"12408","kontrovers","neg"
"12409","kontroversen","neg"
"12410","kontroversene","neg"
"12411","kontroverser","neg"
"12412","kontroversiell","neg"
"12413","kontroversielle","neg"
"12414","kontroversielt","neg"
"12415","kopier","neg"
"12416","kopiere","neg"
"12417","kopierende","neg"
"12418","kopierer","neg"
"12419","kopieres","neg"
"12420","kopiert","neg"
"12421","kopierte","neg"
"12422","korn","neg"
"12423","korna","neg"
"12424","korne","neg"
"12425","kornede","neg"
"12426","kornende","neg"
"12427","korner","neg"
"12428","kornet","neg"
"12429","kornete","neg"
"12430","korroder","neg"
"12431","korrodere","neg"
"12432","korroderende","neg"
"12433","korroderer","neg"
"12434","korroderes","neg"
"12435","korrodert","neg"
"12436","korroderte","neg"
"12437","korrosjon","neg"
"12438","korrosjonen","neg"
"12439","korrosjonene","neg"
"12440","korrosjoner","neg"
"12441","korrumper","neg"
"12442","korrumpere","neg"
"12443","korrumperende","neg"
"12444","korrumperer","neg"
"12445","korrumperes","neg"
"12446","korrumpert","neg"
"12447","korrumperte","neg"
"12448","korrupsjon","neg"
"12449","korrupsjonen","neg"
"12450","korrupt","neg"
"12451","korrupte","neg"
"12452","korruptere","neg"
"12453","korruptest","neg"
"12454","korrupteste","neg"
"12455","korthet","neg"
"12456","kortheta","neg"
"12457","kortheten","neg"
"12458","kortsiktig","neg"
"12459","kortsiktige","neg"
"12460","kortsynt","neg"
"12461","kortsynte","neg"
"12462","korttenkt","neg"
"12463","korttenkte","neg"
"12464","kostbar","neg"
"12465","kostbare","neg"
"12466","kostbarere","neg"
"12467","kostbarest","neg"
"12468","kostbareste","neg"
"12469","kostbart","neg"
"12470","kostnad","neg"
"12471","kostnaden","neg"
"12472","kostnadene","neg"
"12473","kostnader","neg"
"12474","krabat","neg"
"12475","krabaten","neg"
"12476","krabatene","neg"
"12477","krabater","neg"
"12478","kraftfull","neg"
"12479","kraftfulle","neg"
"12480","kraftfullt","neg"
"12486","kraftløs","neg"
"12487","kraftløse","neg"
"12488","kraftløst","neg"
"12489","krampe","neg"
"12490","krampen","neg"
"12491","krampene","neg"
"12492","kramper","neg"
"12493","krangel","neg"
"12494","krangelen","neg"
"12495","krangelet","neg"
"12496","krangl","neg"
"12497","krangla","neg"
"12498","krangle","neg"
"12499","kranglede","neg"
"12500","kranglefant","neg"
"12501","kranglefanten","neg"
"12502","kranglefantene","neg"
"12503","kranglefanter","neg"
"12504","kranglende","neg"
"12505","kranglene","neg"
"12506","krangler","neg"
"12507","krangles","neg"
"12508","kranglet","neg"
"12509","kranglete","neg"
"12510","kranglevoren","neg"
"12511","kranglevorent","neg"
"12512","kranglevorne","neg"
"12513","krapp","neg"
"12514","krappe","neg"
"12515","krappere","neg"
"12516","krappest","neg"
"12517","krappeste","neg"
"12518","krapt","neg"
"12519","krapyl","neg"
"12520","krapylet","neg"
"12521","krasj","neg"
"12522","krasja","neg"
"12523","krasje","neg"
"12524","krasjede","neg"
"12525","krasjen","neg"
"12526","krasjende","neg"
"12527","krasjene","neg"
"12528","krasjer","neg"
"12529","krasjes","neg"
"12530","krasjet","neg"
"12531","krasjete","neg"
"12532","krass","neg"
"12533","krassa","neg"
"12534","krasse","neg"
"12535","krassede","neg"
"12536","krassende","neg"
"12537","krasser","neg"
"12538","krassere","neg"
"12539","krasses","neg"
"12540","krassest","neg"
"12541","krasseste","neg"
"12542","krasset","neg"
"12543","krassete","neg"
"12544","krast","neg"
"12545","kraup","neg"
"12546","kreft","neg"
"12547","kreften","neg"
"12548","krenk","neg"
"12549","krenka","neg"
"12550","krenke","neg"
"12551","krenkede","neg"
"12552","krenkelse","neg"
"12553","krenkelsen","neg"
"12554","krenkelsene","neg"
"12555","krenkelser","neg"
"12556","krenkende","neg"
"12557","krenker","neg"
"12558","krenkes","neg"
"12559","krenket","neg"
"12560","krenkete","neg"
"12561","krenking","neg"
"12562","krenkinga","neg"
"12563","krenkingen","neg"
"12564","krenkingene","neg"
"12565","krenkinger","neg"
"12566","krenkt","neg"
"12567","krenkte","neg"
"12568","kresen","neg"
"12569","kresent","neg"
"12570","kresne","neg"
"12571","kresnere","neg"
"12572","kresnest","neg"
"12573","kresneste","neg"
"12574","krev","neg"
"12575","krevd","neg"
"12576","krevde","neg"
"12577","kreve","neg"
"12578","krevende","neg"
"12579","krever","neg"
"12580","kreves","neg"
"12581","kribl","neg"
"12582","kribla","neg"
"12583","krible","neg"
"12584","kriblede","neg"
"12585","kriblende","neg"
"12586","kribler","neg"
"12587","kribles","neg"
"12588","kriblet","neg"
"12589","kriblete","neg"
"12590","krigersk","neg"
"12591","krigerske","neg"
"12592","kriminalitet","neg"
"12593","kriminaliteten","neg"
"12594","kriminell","neg"
"12595","kriminelle","neg"
"12596","kriminelt","neg"
"12597","krisa","neg"
"12598","krise","neg"
"12599","krisen","neg"
"12600","krisene","neg"
"12601","kriser","neg"
"12602","kritiker","neg"
"12603","kritikere","neg"
"12604","kritikeren","neg"
"12605","kritikerer","neg"
"12606","kritikerne","neg"
"12607","kritikk","neg"
"12608","kritikken","neg"
"12609","kritikkene","neg"
"12610","kritikker","neg"
"12611","kritikkløs","neg"
"12612","kritikkløse","neg"
"12613","kritikkløst","neg"
"12614","kritiser","neg"
"12615","kritisere","neg"
"12616","kritiserende","neg"
"12617","kritiserer","neg"
"12618","kritiseres","neg"
"12619","kritisert","neg"
"12620","kritiserte","neg"
"12621","kritisk","neg"
"12622","kritiske","neg"
"12623","krok","neg"
"12624","kroka","neg"
"12625","kroke","neg"
"12626","krokede","neg"
"12627","krokende","neg"
"12628","kroker","neg"
"12629","krokes","neg"
"12630","kroket","neg"
"12631","krokete","neg"
"12632","krongl","neg"
"12633","krongla","neg"
"12634","krongle","neg"
"12635","kronglede","neg"
"12636","kronglende","neg"
"12637","krongler","neg"
"12638","krongles","neg"
"12639","kronglet","neg"
"12640","kronglete","neg"
"12641","kronisk","neg"
"12642","kroniske","neg"
"12643","krymp","neg"
"12644","krympa","neg"
"12645","krympe","neg"
"12646","krympede","neg"
"12647","krympende","neg"
"12648","krymper","neg"
"12649","krympes","neg"
"12650","krympet","neg"
"12651","krympete","neg"
"12652","kryp","neg"
"12653","krypa","neg"
"12654","krype","neg"
"12655","krypen","neg"
"12656","krypende","neg"
"12657","krypene","neg"
"12658","kryper","neg"
"12659","krypes","neg"
"12660","krypet","neg"
"12661","kryptisk","neg"
"12662","kryptiske","neg"
"12663","krøk","neg"
"12664","krøke","neg"
"12665","krøkende","neg"
"12666","krøker","neg"
"12667","krøkes","neg"
"12668","krøkt","neg"
"12669","krøkte","neg"
"12670","krøll","neg"
"12671","krølla","neg"
"12672","krølle","neg"
"12673","krøllede","neg"
"12674","krøllen","neg"
"12675","krøllende","neg"
"12676","krøllene","neg"
"12677","krøller","neg"
"12678","krølles","neg"
"12679","krøllet","neg"
"12680","krøllete","neg"
"12681","krøp","neg"
"12682","krøpet","neg"
"12683","krøpl","neg"
"12684","krøpla","neg"
"12685","krøple","neg"
"12686","krøplede","neg"
"12687","krøplende","neg"
"12688","krøpler","neg"
"12689","krøples","neg"
"12690","krøplet","neg"
"12691","krøplete","neg"
"12692","krøpling","neg"
"12693","krøplingen","neg"
"12694","krøplingene","neg"
"12695","krøplinger","neg"
"12696","krøpne","neg"
"12697","krøsus","neg"
"12698","krøsusen","neg"
"12699","krøsusene","neg"
"12700","krøsuser","neg"
"12701","ku","neg"
"12702","kua","neg"
"12703","kue","neg"
"12704","kuede","neg"
"12705","kuende","neg"
"12706","kuer","neg"
"12707","kues","neg"
"12708","kuet","neg"
"12709","kuete","neg"
"12710","kuk","neg"
"12711","kuken","neg"
"12712","kukene","neg"
"12713","kuker","neg"
"12714","kummerlig","neg"
"12715","kummerlige","neg"
"12716","kunstig","neg"
"12717","kunstige","neg"
"12728","kusk","neg"
"12729","kuska","neg"
"12730","kuske","neg"
"12731","kuskede","neg"
"12732","kuskende","neg"
"12733","kusker","neg"
"12734","kuskes","neg"
"12735","kusket","neg"
"12736","kuskete","neg"
"12737","kut","neg"
"12738","kuta","neg"
"12739","kute","neg"
"12740","kutede","neg"
"12741","kutende","neg"
"12742","kuter","neg"
"12743","kutes","neg"
"12744","kutet","neg"
"12745","kutete","neg"
"12746","kutt","neg"
"12747","kutta","neg"
"12748","kutte","neg"
"12749","kuttede","neg"
"12750","kuttende","neg"
"12751","kuttene","neg"
"12752","kutter","neg"
"12753","kuttes","neg"
"12754","kuttet","neg"
"12755","kuttete","neg"
"12756","kvakksalver","neg"
"12757","kvakksalvere","neg"
"12758","kvakksalveren","neg"
"12759","kvakksalverer","neg"
"12760","kvakksalverne","neg"
"12761","kval","neg"
"12762","kvalen","neg"
"12763","kvalene","neg"
"12764","kvaler","neg"
"12765","kvalfull","neg"
"12766","kvalfulle","neg"
"12767","kvalfullt","neg"
"12768","kvalm","neg"
"12769","kvalme","neg"
"12770","kvalmen","neg"
"12771","kvalmende","neg"
"12772","kvalmere","neg"
"12773","kvalmest","neg"
"12774","kvalmeste","neg"
"12775","kvalmt","neg"
"12776","kvalt","neg"
"12777","kvalte","neg"
"12778","kvel","neg"
"12779","kvele","neg"
"12780","kvelende","neg"
"12781","kveler","neg"
"12782","kveles","neg"
"12783","kvelt","neg"
"12784","kvelte","neg"
"12785","kverk","neg"
"12786","kverka","neg"
"12787","kverke","neg"
"12788","kverkede","neg"
"12789","kverken","neg"
"12790","kverkende","neg"
"12791","kverker","neg"
"12792","kverkes","neg"
"12793","kverket","neg"
"12794","kverkete","neg"
"12795","kvide","neg"
"12796","kviden","neg"
"12797","kvidene","neg"
"12798","kvider","neg"
"12799","kvinnejeger","neg"
"12800","kvinnejegere","neg"
"12801","kvinnejegeren","neg"
"12802","kvinnejegerer","neg"
"12803","kvinnejegerne","neg"
"12804","kvisa","neg"
"12805","kvise","neg"
"12806","kvisen","neg"
"12807","kvisene","neg"
"12808","kviser","neg"
"12809","kynisk","neg"
"12810","kyniske","neg"
"12811","kynisme","neg"
"12812","kynismen","neg"
"12813","kåt","neg"
"12814","kåte","neg"
"12815","kåtere","neg"
"12816","kåtest","neg"
"12817","kåteste","neg"
"12818","kødd","neg"
"12819","kødda","neg"
"12820","kødde","neg"
"12821","køddede","neg"
"12822","kødden","neg"
"12823","køddende","neg"
"12824","køddene","neg"
"12825","kødder","neg"
"12826","køddes","neg"
"12827","køddet","neg"
"12828","køddete","neg"
"12829","lakei","neg"
"12830","lakeien","neg"
"12831","lakeiene","neg"
"12832","lakeier","neg"
"12834","lakonisk","neg"
"12835","lakoniske","neg"
"12836","lam","neg"
"12837","lamma","neg"
"12838","lamme","neg"
"12839","lammede","neg"
"12840","lammelse","neg"
"12841","lammelsen","neg"
"12842","lammelsene","neg"
"12843","lammelser","neg"
"12844","lammende","neg"
"12845","lammene","neg"
"12846","lammer","neg"
"12847","lammes","neg"
"12848","lammet","neg"
"12849","lammete","neg"
"12850","lamslo","neg"
"12851","lamslå","neg"
"12852","lamslående","neg"
"12853","lamslår","neg"
"12854","lamslås","neg"
"12855","lamslått","neg"
"12856","lamslåtte","neg"
"12857","landstryker","neg"
"12858","landstrykere","neg"
"12859","landstrykeren","neg"
"12860","landstrykerer","neg"
"12861","landstrykerne","neg"
"12862","langdryg","neg"
"12863","langdryge","neg"
"12864","langdrygt","neg"
"12865","langsom","neg"
"12866","langsomme","neg"
"12867","langsommere","neg"
"12868","langsomst","neg"
"12869","langsomste","neg"
"12870","langsomt","neg"
"12871","langtekkelig","neg"
"12872","langtekkelige","neg"
"12873","langtekkeligere","neg"
"12874","langtekkeligst","neg"
"12875","langtekkeligste","neg"
"12876","langtrukken","neg"
"12877","langtrukkent","neg"
"12878","langtrukne","neg"
