"","ord","sentiment"
"11100","hissigste","neg"
"11101","hjelpeløs","neg"
"11102","hjelpeløse","neg"
"11103","hjelpeløshet","neg"
"11104","hjelpeløsheta","neg"
"11105","hjelpeløsheten","neg"
"11106","hjelpeløst","neg"
"11107","hjemsøk","neg"
"11108","hjemsøke","neg"
"11109","hjemsøkende","neg"
"11110","hjemsøker","neg"
"11111","hjemsøkes","neg"
"11112","hjemsøkt","neg"
"11113","hjemsøkte","neg"
"11114","hjernerystelse","neg"
"11115","hjernerystelsen","neg"
"11116","hjernerystelsene","neg"
"11117","hjernerystelser","neg"
"11118","hjerneskade","neg"
"11119","hjerneskaden","neg"
"11120","hjerneskadene","neg"
"11121","hjerneskader","neg"
"11122","hjernevask","neg"
"11123","hjernevaska","neg"
"11124","hjernevaske","neg"
"11125","hjernevaskede","neg"
"11126","hjernevasken","neg"
"11127","hjernevaskende","neg"
"11128","hjernevaskene","neg"
"11129","hjernevasker","neg"
"11130","hjernevaskes","neg"
"11131","hjernevasket","neg"
"11132","hjernevaskete","neg"
"11133","hjerteknuser","neg"
"11134","hjerteknusere","neg"
"11135","hjerteknuseren","neg"
"11136","hjerteknuserer","neg"
"11137","hjerteknuserne","neg"
"11138","hjerteløs","neg"
"11139","hjerteløse","neg"
"11140","hjerteløst","neg"
"11141","hjerterå","neg"
"11142","hjerteråe","neg"
"11143","hjerterått","neg"
"11144","hjerteskjærende","neg"
"11145","hodepina","neg"
"11146","hodepine","neg"
"11147","hodepinen","neg"
"11148","hodepinene","neg"
"11149","hodepiner","neg"
"11150","hor","neg"
"11151","hora","neg"
"11152","hore","neg"
"11153","horede","neg"
"11154","horen","neg"
"11155","horende","neg"
"11156","horene","neg"
"11157","horer","neg"
"11158","hores","neg"
"11159","horet","neg"
"11160","horete","neg"
"11161","horribel","neg"
"11162","horribelt","neg"
"11163","horrible","neg"
"11164","hov","neg"
"11165","hoven","neg"
"11166","hovene","neg"
"11167","hovent","neg"
"11168","hover","neg"
"11169","hovere","neg"
"11170","hoverende","neg"
"11171","hoverer","neg"
"11172","hoveres","neg"
"11173","hovert","neg"
"11174","hoverte","neg"
"11175","hovmod","neg"
"11176","hovmoda","neg"
"11177","hovmode","neg"
"11178","hovmodede","neg"
"11179","hovmodende","neg"
"11180","hovmoder","neg"
"11181","hovmodet","neg"
"11182","hovmodete","neg"
"11183","hovmodig","neg"
"11184","hovmodige","neg"
"11185","hovne","neg"
"11186","hul","neg"
"11187","hule","neg"
"11188","hulende","neg"
"11189","huler","neg"
"11190","hulere","neg"
"11191","hules","neg"
"11192","hulest","neg"
"11193","huleste","neg"
"11194","hulk","neg"
"11195","hulka","neg"
"11196","hulke","neg"
"11197","hulkede","neg"
"11198","hulkende","neg"
"11199","hulker","neg"
"11200","hulkes","neg"
"11201","hulket","neg"
"11202","hulkete","neg"
"11203","hult","neg"
"11204","hulte","neg"
"11205","hump","neg"
"11206","humpa","neg"
"11207","humpe","neg"
"11208","humpede","neg"
"11209","humpende","neg"
"11210","humper","neg"
"11211","humpes","neg"
"11212","humpet","neg"
"11213","humpete","neg"
"11214","humørsyk","neg"
"11215","humørsyke","neg"
"11216","humørsykt","neg"
"11217","hunds","neg"
"11218","hundsa","neg"
"11219","hundse","neg"
"11220","hundsede","neg"
"11221","hundsende","neg"
"11222","hundser","neg"
"11223","hundses","neg"
"11224","hundset","neg"
"11225","hundsete","neg"
"11226","hungersnød","neg"
"11227","hungersnøda","neg"
"11228","hungersnøden","neg"
"11229","hurp","neg"
"11230","hurpa","neg"
"11231","hurpe","neg"
"11232","hurpede","neg"
"11233","hurpen","neg"
"11234","hurpende","neg"
"11235","hurpene","neg"
"11236","hurper","neg"
"11237","hurpes","neg"
"11238","hurpet","neg"
"11239","hurpete","neg"
"11240","hverdagslig","neg"
"11241","hverdagslige","neg"
"11242","hves","neg"
"11243","hvese","neg"
"11244","hvesende","neg"
"11245","hveser","neg"
"11246","hveses","neg"
"11247","hvest","neg"
"11248","hveste","neg"
"11249","hvin","neg"
"11250","hvina","neg"
"11251","hvine","neg"
"11252","hvinende","neg"
"11253","hvinene","neg"
"11254","hviner","neg"
"11255","hvines","neg"
"11256","hvinet","neg"
"11257","hvint","neg"
"11258","hvinte","neg"
"11259","hybris","neg"
"11260","hykl","neg"
"11261","hykla","neg"
"11262","hykle","neg"
"11263","hyklede","neg"
"11264","hyklende","neg"
"11265","hykler","neg"
"11266","hyklere","neg"
"11267","hykleren","neg"
"11268","hyklerer","neg"
"11269","hykleri","neg"
"11270","hykleriet","neg"
"11271","hyklerne","neg"
"11272","hyklersk","neg"
"11273","hyklerske","neg"
"11274","hykles","neg"
"11275","hyklet","neg"
"11276","hyklete","neg"
"11277","hyl","neg"
"11278","hyle","neg"
"11279","hylende","neg"
"11280","hyler","neg"
"11281","hyles","neg"
"11282","hylt","neg"
"11283","hylte","neg"
"11284","hysj","neg"
"11285","hysja","neg"
"11286","hysje","neg"
"11287","hysjede","neg"
"11288","hysjende","neg"
"11289","hysjer","neg"
"11290","hysjes","neg"
"11291","hysjet","neg"
"11292","hysjete","neg"
"11293","hysteri","neg"
"11294","hysteriet","neg"
"11295","hysterisk","neg"
"11296","hysteriske","neg"
"11297","hån","neg"
"11298","håna","neg"
"11299","håne","neg"
"11300","hånede","neg"
"11301","hånen","neg"
"11302","hånende","neg"
"11303","håner","neg"
"11304","hånes","neg"
"11305","hånet","neg"
"11306","hånete","neg"
"11307","hånflir","neg"
"11308","hånflira","neg"
"11309","hånflire","neg"
"11310","hånfliren","neg"
"11311","hånflirende","neg"
"11312","hånflirene","neg"
"11313","hånflirer","neg"
"11314","hånflires","neg"
"11315","hånfliret","neg"
"11316","hånflirt","neg"
"11317","hånflirte","neg"
"11318","hånlatter","neg"
"11319","hånlatteren","neg"
"11320","hånlig","neg"
"11321","hånlige","neg"
"11322","hånligere","neg"
"11323","hånligst","neg"
"11324","hånligste","neg"
"11325","hånsord","neg"
"11326","hånsorda","neg"
"11327","hånsordene","neg"
"11328","hånsordet","neg"
"11329","hånt","neg"
"11330","hånte","neg"
"11331","håpløs","neg"
"11332","håpløse","neg"
"11333","håpløshet","neg"
"11334","håpløsheta","neg"
"11335","håpløsheten","neg"
"11336","håpløst","neg"
"11337","hårkløveri","neg"
"11338","hårkløveria","neg"
"11339","hårkløveriene","neg"
"11340","hårkløveriet","neg"
"11341","hårreisende","neg"
"11342","hårsår","neg"
"11343","hårsåre","neg"
"11344","hårsårt","neg"
"11345","høvene","neg"
"11346","høver","neg"
"11347","høy","neg"
"11348","høye","neg"
"11349","høyere","neg"
"11350","høyest","neg"
"11351","høyeste","neg"
"11352","høylytt","neg"
"11353","høylytte","neg"
"11354","høyrøstede","neg"
"11355","høyrøstet","neg"
"11356","høyrøstete","neg"
"11357","høyt","neg"
"11358","høytidelig","neg"
"11359","høytidelige","neg"
"11360","høyttravende","neg"
"11368","idiot","neg"
"11369","idioten","neg"
"11370","idiotene","neg"
"11371","idioter","neg"
"11372","idioti","neg"
"11373","idiotien","neg"
"11374","idiotisk","neg"
"11375","idiotiske","neg"
"11376","ignorer","neg"
"11377","ignorere","neg"
"11378","ignorerende","neg"
"11379","ignorerer","neg"
"11380","ignoreres","neg"
"11381","ignorert","neg"
"11382","ignorerte","neg"
"11383","ildprøva","neg"
"11384","ildprøve","neg"
"11385","ildprøven","neg"
"11386","ildprøvene","neg"
"11387","ildprøver","neg"
"11388","ill","neg"
"11389","ille","neg"
"11390","illegalitet","neg"
"11391","illegaliteten","neg"
"11392","illegitim","neg"
"11393","illegitime","neg"
"11394","illegitimt","neg"
"11395","illeluktende","neg"
"11396","illere","neg"
"11397","illest","neg"
"11398","illeste","neg"
"11399","illevarslende","neg"
"11400","illgjerningsmann","neg"
"11401","illgjerningsmannen","neg"
"11402","illgjerningsmenn","neg"
"11403","illgjerningsmennene","neg"
"11404","illgjeten","neg"
"11405","illgjetent","neg"
"11406","illgjetne","neg"
"11407","illojal","neg"
"11408","illojale","neg"
"11409","illojalitet","neg"
"11410","illojaliteten","neg"
"11411","illojalt","neg"
"11412","illsint","neg"
"11413","illsinte","neg"
"11414","illusjon","neg"
"11415","illusjonen","neg"
"11416","illusjonene","neg"
"11417","illusjoner","neg"
"11418","illusorisk","neg"
"11419","illusoriske","neg"
"11420","ilt","neg"
"11421","ilter","neg"
"11422","iltert","neg"
"11423","iltre","neg"
"11424","iltrere","neg"
"11425","iltrest","neg"
"11426","iltreste","neg"
"11427","imperialistisk","neg"
"11428","imperialistiske","neg"
"11429","implikasjon","neg"
"11430","implikasjonen","neg"
"11431","implikasjonene","neg"
"11432","implikasjoner","neg"
"11433","imploder","neg"
"11434","implodere","neg"
"11435","imploderende","neg"
"11436","imploderer","neg"
"11437","imploderes","neg"
"11438","implodert","neg"
"11439","imploderte","neg"
"11440","impotent","neg"
"11441","impotente","neg"
"11442","impulsiv","neg"
"11443","impulsive","neg"
"11444","impulsivt","neg"
"11445","inadekvat","neg"
"11446","inadekvate","neg"
"11447","inaktiv","neg"
"11448","inaktive","neg"
"11449","inaktivt","neg"
"11450","indignasjon","neg"
"11451","indignasjonen","neg"
"11452","indignert","neg"
"11453","indignerte","neg"
"11454","indirekte","neg"
"11455","indiskresjon","neg"
"11456","indiskresjonen","neg"
"11457","indisponert","neg"
"11458","indisponerte","neg"
"11459","indoktriner","neg"
"11460","indoktrinere","neg"
"11461","indoktrinerende","neg"
"11462","indoktrinerer","neg"
"11463","indoktrineres","neg"
"11464","indoktrinert","neg"
"11465","indoktrinerte","neg"
"11466","ineffektiv","neg"
"11467","ineffektive","neg"
"11468","ineffektivitet","neg"
"11469","ineffektiviteten","neg"
"11470","ineffektivt","neg"
"11471","infam","neg"
"11472","infame","neg"
"11473","infamere","neg"
"11474","infamest","neg"
"11475","infameste","neg"
"11476","infamitet","neg"
"11477","infamiteten","neg"
"11478","infamitetene","neg"
"11479","infamiteter","neg"
"11480","infamt","neg"
"11481","infeksjon","neg"
"11482","infeksjonen","neg"
"11483","infeksjonene","neg"
"11484","infeksjoner","neg"
"11485","inferiør","neg"
"11486","inferiøre","neg"
"11487","inferiørere","neg"
"11488","inferiørest","neg"
"11489","inferiøreste","neg"
"11490","inferiørt","neg"
"11491","infernalsk","neg"
"11492","infernalske","neg"
"11493","infiltratør","neg"
"11494","infiltratøren","neg"
"11495","infiltratørene","neg"
"11496","infiltratører","neg"
"11497","infiser","neg"
"11498","infisere","neg"
"11499","infiserende","neg"
"11500","infiserer","neg"
"11501","infiseres","neg"
"11502","infisert","neg"
"11503","infiserte","neg"
"11504","inflammatorisk","neg"
"11505","inflammatoriske","neg"
"11506","inflammer","neg"
"11507","inflammere","neg"
"11508","inflammerende","neg"
"11509","inflammerer","neg"
"11510","inflammeres","neg"
"11511","inflammert","neg"
"11512","inflammerte","neg"
"11513","inflatorisk","neg"
"11514","inflatoriske","neg"
"11515","ingenting","neg"
"11516","inhabil","neg"
"11517","inhabile","neg"
"11518","inhabilt","neg"
"11519","inhiber","neg"
"11520","inhibere","neg"
"11521","inhiberende","neg"
"11522","inhiberer","neg"
"11523","inhiberes","neg"
"11524","inhibert","neg"
"11525","inhiberte","neg"
"11526","initiativløs","neg"
"11527","initiativløse","neg"
"11528","initiativløst","neg"
"11529","injuriant","neg"
"11530","injurianten","neg"
"11531","injuriantene","neg"
"11532","injurianter","neg"
"11533","injurier","neg"
"11534","injuriere","neg"
"11535","injurierende","neg"
"11536","injurierer","neg"
"11537","injurieres","neg"
"11538","injuriert","neg"
"11539","injurierte","neg"
"11540","inkapabel","neg"
"11541","inkapabelt","neg"
"11542","inkapable","neg"
"11543","inkompetanse","neg"
"11544","inkompetansen","neg"
"11545","inkompetansene","neg"
"11546","inkompetanser","neg"
"11547","inkompetent","neg"
"11548","inkompetente","neg"
"11549","inkonsekvens","neg"
"11550","inkonsekvensen","neg"
"11551","inkonsekvensene","neg"
"11552","inkonsekvenser","neg"
"11553","inkonsekvent","neg"
"11554","inkonsekvente","neg"
"11555","innbill","neg"
"11556","innbille","neg"
"11557","innbillende","neg"
"11558","innbiller","neg"
"11559","innbilles","neg"
"11560","innbilsk","neg"
"11561","innbilske","neg"
"11562","innbilt","neg"
"11563","innbilte","neg"
"11564","innblanding","neg"
"11565","innblandinga","neg"
"11566","innblandingen","neg"
"11567","innblandingene","neg"
"11568","innblandinger","neg"
"11569","innesperrede","neg"
"11570","innesperret","neg"
"11571","innesperrete","neg"
"11572","innestengt","neg"
"11573","innestengte","neg"
"11574","inngrep","neg"
"11575","inngrepa","neg"
"11576","inngrepene","neg"
"11577","inngrepet","neg"
"11578","innhyll","neg"
"11579","innhylla","neg"
"11580","innhylle","neg"
"11581","innhyllede","neg"
"11582","innhyllende","neg"
"11583","innhyller","neg"
"11584","innhylles","neg"
"11585","innhyllet","neg"
"11586","innhyllete","neg"
"11587","innpisk","neg"
"11588","innpiska","neg"
"11589","innpiske","neg"
"11590","innpiskede","neg"
"11591","innpiskende","neg"
"11592","innpisker","neg"
"11593","innpiskes","neg"
"11594","innpisket","neg"
"11595","innpiskete","neg"
"11596","innprent","neg"
"11597","innprenta","neg"
"11598","innprente","neg"
"11599","innprentede","neg"
"11600","innprentende","neg"
"11601","innprenter","neg"
"11602","innprentes","neg"
"11603","innprentet","neg"
"11604","innprentete","neg"
"11605","innrømm","neg"
"11606","innrømma","neg"
"11607","innrømme","neg"
"11608","innrømmede","neg"
"11609","innrømmelse","neg"
"11610","innrømmelsen","neg"
"11611","innrømmelsene","neg"
"11612","innrømmelser","neg"
"11613","innrømmende","neg"
"11614","innrømmer","neg"
"11615","innrømmes","neg"
"11616","innrømmet","neg"
"11617","innrømmete","neg"
"11618","innrømt","neg"
"11619","innrømte","neg"
"11620","innsigelse","neg"
"11621","innsigelsen","neg"
"11622","innsigelsene","neg"
"11623","innsigelser","neg"
"11624","innstevn","neg"
"11625","innstevna","neg"
"11626","innstevne","neg"
"11627","innstevnede","neg"
"11628","innstevnende","neg"
"11629","innstevner","neg"
"11630","innstevnes","neg"
"11631","innstevnet","neg"
"11632","innstevnete","neg"
"11633","inntrenger","neg"
"11634","inntrengere","neg"
"11635","inntrengeren","neg"
"11636","inntrengerer","neg"
"11637","inntrengerne","neg"
"11638","inntrenging","neg"
"11639","inntrenginga","neg"
"11640","inntrengingen","neg"
"11641","innvending","neg"
"11642","innvendinga","neg"
"11643","innvendingen","neg"
"11644","innvendingene","neg"
"11645","innvendinger","neg"
"11646","innvikl","neg"
"11647","innvikla","neg"
"11648","innvikle","neg"
"11649","innviklede","neg"
"11650","innviklende","neg"
"11651","innvikler","neg"
"11652","innviklet","neg"
"11653","innviklete","neg"
"11654","insinuasjon","neg"
"11655","insinuasjonen","neg"
"11656","insinuasjonene","neg"
"11657","insinuasjoner","neg"
"11658","insinuer","neg"
"11659","insinuere","neg"
"11660","insinuerende","neg"
"11661","insinuerer","neg"
"11662","insinueres","neg"
"11663","insinuert","neg"
"11664","insinuerte","neg"
"11665","insolvent","neg"
"11666","insolvente","neg"
"11670","interferer","neg"
"11671","interferere","neg"
"11672","interfererende","neg"
"11673","interfererer","neg"
"11674","interfereres","neg"
"11675","interferert","neg"
"11676","interfererte","neg"
"11677","intetanende","neg"
"11678","intimider","neg"
"11679","intimidere","neg"
"11680","intimiderende","neg"
"11681","intimiderer","neg"
"11682","intimideres","neg"
"11683","intimidert","neg"
"11684","intimiderte","neg"
"11685","intoleranse","neg"
"11686","intoleransen","neg"
"11687","intoleransene","neg"
"11688","intoleranser","neg"
"11689","intrigemaker","neg"
"11690","intrigemakere","neg"
"11691","intrigemakeren","neg"
"11692","intrigemakerer","neg"
"11693","intrigemakerne","neg"
"11694","intrikat","neg"
"11695","intrikate","neg"
"11696","invalid","neg"
"11697","invalide","neg"
"11698","invaliden","neg"
"11699","invalidene","neg"
"11700","invalider","neg"
"11701","invektiv","neg"
"11702","invektiva","neg"
"11703","invektivene","neg"
"11704","invektiver","neg"
"11705","invektivet","neg"
"11706","involver","neg"
"11707","involvere","neg"
"11708","involverende","neg"
"11709","involverer","neg"
"11710","involveres","neg"
"11711","involvert","neg"
"11712","involverte","neg"
"11713","irettesatt","neg"
"11714","irettesatte","neg"
"11715","irettesett","neg"
"11716","irettesette","neg"
"11717","irettesettelse","neg"
"11718","irettesettelsen","neg"
"11719","irettesettelsene","neg"
"11720","irettesettelser","neg"
"11721","irettesettende","neg"
"11722","irettesetter","neg"
"11723","irettesettes","neg"
"11724","ironi","neg"
"11725","ironien","neg"
"11726","ironisk","neg"
"11727","ironiske","neg"
"11728","irrasjonal","neg"
"11729","irrasjonale","neg"
"11730","irrasjonalitet","neg"
"11731","irrasjonaliteten","neg"
"11732","irrasjonalt","neg"
"11733","irrasjonell","neg"
"11734","irrasjonelle","neg"
"11735","irrasjonelt","neg"
"11736","irrelevans","neg"
"11737","irrelevansen","neg"
"11738","irrelevant","neg"
"11739","irrelevante","neg"
"11740","irreversibel","neg"
"11741","irreversibelt","neg"
"11742","irreversible","neg"
"11746","irritasjon","neg"
"11747","irritasjonen","neg"
"11748","irritasjonene","neg"
"11749","irritasjoner","neg"
"11750","irritasjonsmoment","neg"
"11751","irritasjonsmomenta","neg"
"11752","irritasjonsmomentene","neg"
"11753","irritasjonsmomenter","neg"
"11754","irritasjonsmomentet","neg"
"11755","irriter","neg"
"11756","irritere","neg"
"11757","irriterende","neg"
"11758","irriterer","neg"
"11759","irriteres","neg"
"11760","irritert","neg"
"11761","irriterte","neg"
"11762","isolasjon","neg"
"11763","isolasjonen","neg"
"11764","isolasjonene","neg"
"11765","isolasjoner","neg"
"11766","isoler","neg"
"11767","isolere","neg"
"11768","isolerende","neg"
"11769","isolerer","neg"
"11770","isoleres","neg"
"11771","isolert","neg"
"11772","isolerte","neg"
"11773","jabb","neg"
"11774","jabba","neg"
"11775","jabbe","neg"
"11776","jabbede","neg"
"11777","jabbende","neg"
"11778","jabber","neg"
"11779","jabbes","neg"
"11780","jabbet","neg"
"11781","jabbete","neg"
"11782","jamr","neg"
"11783","jamra","neg"
"11784","jamre","neg"
"11785","jamrede","neg"
"11786","jamrende","neg"
"11787","jamrer","neg"
"11788","jamres","neg"
"11789","jamret","neg"
"11790","jamrete","neg"
"11791","jentefut","neg"
"11792","jentefuten","neg"
"11793","jentefutene","neg"
"11794","jentefuter","neg"
"11795","juks","neg"
"11796","juksa","neg"
"11797","jukse","neg"
"11798","juksede","neg"
"11799","juksemaker","neg"
"11800","juksemakere","neg"
"11801","juksemakeren","neg"
"11802","juksemakerer","neg"
"11803","juksemakerne","neg"
"11804","juksen","neg"
"11805","juksende","neg"
"11806","juksene","neg"
"11807","jukser","neg"
"11808","juksere","neg"
"11809","jukseren","neg"
"11810","jukserer","neg"
"11811","jukserne","neg"
"11812","jukses","neg"
"11813","jukset","neg"
"11814","juksete","neg"
"11815","jul","neg"
"11816","jule","neg"
"11817","julende","neg"
"11818","juler","neg"
"11819","jules","neg"
"11820","jult","neg"
"11821","julte","neg"
"11822","jål","neg"
"11823","jåla","neg"
"11824","jåle","neg"
"11825","jålede","neg"
"11826","jålende","neg"
"11827","jåler","neg"
"11828","jålet","neg"
"11829","jålete","neg"
"11830","jålt","neg"
"11831","jålte","neg"
"11832","jævla","neg"
"11833","jævlig","neg"
"11834","jævlige","neg"
"11835","jævligere","neg"
"11836","jævligst","neg"
"11837","jævligste","neg"
"11838","kalamitet","neg"
"11839","kalamiteten","neg"
"11840","kalamitetene","neg"
"11841","kalamiteter","neg"
"11842","kald","neg"
"11843","kalddusj","neg"
"11844","kalddusjen","neg"
"11845","kalddusjene","neg"
"11846","kalddusjer","neg"
"11847","kalde","neg"
"11848","kaldere","neg"
"11849","kaldest","neg"
"11850","kaldeste","neg"
"11851","kaldt","neg"
"11852","kameraderi","neg"
"11853","kameraderia","neg"
"11854","kameraderiene","neg"
"11855","kameraderier","neg"
"11856","kameraderiet","neg"
"11857","kamp","neg"
"11858","kampen","neg"
"11859","kampene","neg"
"11860","kamper","neg"
"11861","kampere","neg"
"11862","kamperende","neg"
"11863","kamperer","neg"
"11864","kamperes","neg"
"11865","kampert","neg"
"11866","kamperte","neg"
"11867","kamplysten","neg"
"11868","kamplystent","neg"
"11869","kamplystne","neg"
"11870","kannibal","neg"
"11871","kannibalen","neg"
"11872","kannibalene","neg"
"11873","kannibaler","neg"
"11874","kannibalisme","neg"
"11875","kannibalismen","neg"
"11876","kanseller","neg"
"11877","kansellere","neg"
"11878","kansellerende","neg"
"11879","kansellerer","neg"
"11880","kanselleres","neg"
"11881","kansellert","neg"
"11882","kansellerte","neg"
"11883","kantr","neg"
"11884","kantra","neg"
"11885","kantre","neg"
"11886","kantrede","neg"
"11887","kantrende","neg"
"11888","kantrer","neg"
"11889","kantres","neg"
"11890","kantret","neg"
"11891","kantrete","neg"
"11892","kaos","neg"
"11893","kaoset","neg"
"11894","kaotisk","neg"
"11895","kaotiske","neg"
"11896","kapitalist","neg"
"11897","kapitalisten","neg"
"11898","kapitalistene","neg"
"11899","kapitalister","neg"
"11900","kapituler","neg"
"11901","kapitulere","neg"
"11902","kapitulerende","neg"
"11903","kapitulerer","neg"
"11904","kapituleres","neg"
"11905","kapitulert","neg"
"11906","kapitulerte","neg"
"11907","kaprisiøs","neg"
"11908","kaprisiøse","neg"
"11909","kaprisiøst","neg"
"11910","kaputt","neg"
"11911","karikatur","neg"
"11912","karikaturen","neg"
"11913","karikaturene","neg"
"11914","karikaturer","neg"
"11915","karnøfl","neg"
"11916","karnøfla","neg"
"11917","karnøfle","neg"
"11918","karnøflede","neg"
"11919","karnøflende","neg"
"11920","karnøfler","neg"
"11921","karnøfles","neg"
"11922","karnøflet","neg"
"11923","karnøflete","neg"
"11924","kasser","neg"
"11925","kassere","neg"
"11926","kasserende","neg"
"11927","kasserer","neg"
"11928","kasseres","neg"
"11929","kassert","neg"
"11930","kasserte","neg"
"11931","kastrer","neg"
"11932","kastrere","neg"
"11933","kastrerende","neg"
"11934","kastrerer","neg"
"11935","kastreres","neg"
"11936","kastrert","neg"
"11937","kastrerte","neg"
"11938","katastrofal","neg"
"11939","katastrofale","neg"
"11940","katastrofalt","neg"
"11941","katastrofe","neg"
"11942","katastrofen","neg"
"11943","katastrofene","neg"
"11944","katastrofer","neg"
"11945","kaustisk","neg"
"11946","kaustiske","neg"
"11947","kjedelig","neg"
"11948","kjedelige","neg"
"11949","kjedeligere","neg"
"11950","kjedeligst","neg"
"11951","kjedeligste","neg"
"11952","kjedsom","neg"
"11953","kjedsomhet","neg"
"11954","kjedsomheta","neg"
"11955","kjedsomheten","neg"
"11956","kjedsomme","neg"
"11957","kjedsommelig","neg"
"11958","kjedsommelige","neg"
"11959","kjedsommeligere","neg"
"11960","kjedsommelighet","neg"
"11961","kjedsommeligheta","neg"
"11962","kjedsommeligheten","neg"
"11963","kjedsommelighetene","neg"
"11964","kjedsommeligheter","neg"
"11965","kjedsommeligst","neg"
"11966","kjedsommeligste","neg"
"11967","kjedsommere","neg"
"11968","kjedsomst","neg"
"11969","kjedsomste","neg"
"11970","kjedsomt","neg"
"11971","kjeft","neg"
"11972","kjefta","neg"
"11973","kjefte","neg"
"11974","kjeftede","neg"
"11975","kjeftende","neg"
"11976","kjefter","neg"
"11977","kjeftes","neg"
"11978","kjeftesmella","neg"
"11979","kjeftesmelle","neg"
"11980","kjeftesmellen","neg"
"11981","kjeftesmellene","neg"
"11982","kjeftesmeller","neg"
"11983","kjeftet","neg"
"11984","kjeftete","neg"
"11985","kjekl","neg"
"11986","kjekla","neg"
"11987","kjekle","neg"
"11988","kjeklede","neg"
"11989","kjeklende","neg"
"11990","kjekler","neg"
"11991","kjekles","neg"
"11992","kjeklet","neg"
"11993","kjeklete","neg"
"11994","kjeltring","neg"
"11995","kjeltringen","neg"
"11996","kjeltringene","neg"
"11997","kjeltringer","neg"
"11998","kjeltringstrek","neg"
"11999","kjeltringstreken","neg"
"12000","kjeltringstrekene","neg"
"12001","kjeltringstreker","neg"
"12002","kjemp","neg"
"12003","kjempa","neg"
"12004","kjempe","neg"
"12005","kjempede","neg"
"12006","kjempen","neg"
"12007","kjempende","neg"
"12008","kjempene","neg"
"12009","kjemper","neg"
"12010","kjempes","neg"
"12011","kjempet","neg"
"12012","kjempete","neg"
"12013","kjetta","neg"
"12014","kjette","neg"
"12015","kjetten","neg"
"12016","kjettene","neg"
"12017","kjetter","neg"
"12018","kjettere","neg"
"12019","kjetteren","neg"
"12020","kjetterer","neg"
"12021","kjetteri","neg"
"12022","kjetteria","neg"
"12023","kjetteriene","neg"
"12024","kjetterier","neg"
"12025","kjetteriet","neg"
"12026","kjetterne","neg"
"12027","kjettersk","neg"
"12028","kjetterske","neg"
"12029","kjølig","neg"
"12030","kjølige","neg"
"12031","kjøligere","neg"
"12032","kjøligst","neg"
"12033","kjøligste","neg"
"12034","klag","neg"
"12035","klaga","neg"
"12036","klagd","neg"
"12037","klagde","neg"
"12038","klage","neg"
"12039","klagede","neg"
"12040","klagemål","neg"
"12041","klagemåla","neg"
"12042","klagemålene","neg"
"12043","klagemålet","neg"
"12044","klagen","neg"
"12045","klagende","neg"
"12046","klagene","neg"
"12047","klager","neg"
"12048","klagere","neg"
"12049","klageren","neg"
"12050","klagerer","neg"
"12051","klagerne","neg"
"12052","klages","neg"
"12053","klaget","neg"
"12054","klagete","neg"
"12055","klam","neg"
"12056","klamme","neg"
"12057","klammere","neg"
"12058","klammest","neg"
"12059","klammeste","neg"
"12060","klamt","neg"
"12061","klanderverdig","neg"
"12062","klanderverdige","neg"
"12063","klandr","neg"
"12064","klandra","neg"
"12065","klandre","neg"
"12066","klandrede","neg"
"12067","klandrende","neg"
"12068","klandrer","neg"
"12069","klandres","neg"
"12070","klandret","neg"
"12071","klandrete","neg"
"12072","klaps","neg"
"12073","klapsa","neg"
"12074","klapse","neg"
"12075","klapsede","neg"
"12076","klapsende","neg"
"12077","klapser","neg"
"12078","klapses","neg"
"12079","klapset","neg"
"12080","klapsete","neg"
"12081","klebrig","neg"
"12082","klebrige","neg"
"12083","klebrigere","neg"
"12084","klebrigst","neg"
"12085","klebrigste","neg"
"12086","klein","neg"
"12087","kleine","neg"
"12088","kleinere","neg"
"12089","kleinest","neg"
"12090","kleineste","neg"
"12091","kleint","neg"
"12092","klikkevesen","neg"
"12093","klikkevesenet","neg"
"12094","klisje","neg"
"12095","klisjeen","neg"
"12096","klisjeene","neg"
"12097","klisjeer","neg"
"12098","kliss","neg"
"12099","klissa","neg"
"12100","klisse","neg"
"12101","klissede","neg"
"12102","klissende","neg"
"12103","klisser","neg"
"12104","klisses","neg"
"12105","klisset","neg"
"12106","klissete","neg"
"12107","klossmajor","neg"
"12108","klossmajoren","neg"
"12109","klossmajorene","neg"
"12110","klossmajorer","neg"
"12111","klump","neg"
"12112","klumpa","neg"
"12113","klumpe","neg"
"12114","klumpede","neg"
"12115","klumpende","neg"
"12116","klumper","neg"
"12117","klumpes","neg"
"12118","klumpet","neg"
"12119","klumpete","neg"
"12120","klums","neg"
"12121","klumsa","neg"
"12122","klumse","neg"
"12123","klumsede","neg"
"12124","klumsende","neg"
"12125","klumser","neg"
"12126","klumses","neg"
"12127","klumset","neg"
"12128","klumsete","neg"
"12129","klynk","neg"
"12130","klynka","neg"
"12131","klynke","neg"
"12132","klynkede","neg"
"12133","klynkende","neg"
"12134","klynker","neg"
"12135","klynkes","neg"
"12136","klynket","neg"
"12137","klynkete","neg"
"12138","klyp","neg"
"12139","klypa","neg"
"12140","klype","neg"
"12141","klypen","neg"
"12142","klypende","neg"
"12143","klypene","neg"
"12144","klyper","neg"
"12145","klypes","neg"
"12146","klypt","neg"
"12147","klypte","neg"
"12148","klø","neg"
"12149","klødd","neg"
"12150","klødde","neg"
